"";"...1";"species";"year";"month";"lon";"lat";"year_month";"tme";"ele"
"3022";3022;"Rana temporaria";1986;1;-0,687652;51,9706;1986,075;3,11147460937502;135
"3023";3023;"Hylarana latouchii";2015;7;120,5764;23,24491;2015,525;24,4018798828125;482
"3024";3024;"Rana temporaria";2005;3;-3,074116;53,59075;2005,225;NA;15
"3025";3025;"Rana temporaria";2016;8;8,99956;47,54771;2016,6;18,3476806640625;609
"3026";3026;"Rana temporaria";2007;1;-0,76542;48,91987;2007,075;7,01131591796877;179
"3027";3027;"Lithobates sylvaticus";2016;3;-72,63583;41,32725;2016,225;6,04305419921877;65
"3028";3028;"Rana temporaria";1993;8;5,95;51,35;1993,6;15,7739501953125;34
"3029";3029;"Rana temporaria";2012;5;8,26829;47,51028;2012,375;14,0604187011719;542
"3030";3030;"Rana temporaria";2015;8;10,22009;55,20544;2015,6;18,176416015625;39
"3031";3031;"Rana temporaria";1995;1;5,03747;47,32285;1995,075;2,7752624511719;247
"3032";3032;"Lithobates catesbeianus";2011;7;126,769167;35,938611;2011,525;24,8193298339844;30
"3033";3033;"Pelophylax perezi";2019;6;-1,409105;42,65111;2019,45;19,0303894042969;741
"3034";3034;"Hylarana latouchii";2017;4;120,8602;24,13527;2017,3;19,4478393554688;936
"3035";3035;"Lithobates pipiens";2021;6;-76,64956;44,35405;2021,45;20,2817626953125;141
"3036";3036;"Rana dalmatina";2022;5;20,63651;47,98291;2022,375;16,6199890136719;229
"3037";3037;"Rana temporaria";2020;9;-1,13573;53,3332;2020,675;13,7480712890625;52
"3038";3038;"Pelophylax bedriagae";2013;5;4,5401;50,83121;2013,375;11,080712890625;77
"3039";3039;"Lithobates pipiens";2020;7;-76,62178;44,24223;2020,525;24,6465087890625;96
"3040";3040;"Glandirana rugosa";2010;3;127,593311;34,795322;2010,225;7,10701904296877;77
"3041";3041;"Rana temporaria";2018;8;6,69602;45,55568;2018,6;13,6744018554688;1063
"3042";3042;"Rana temporaria";2001;1;-0,51616;48,39953;2001,075;4,86123046875002;253
"3043";3043;"Hylarana latouchii";2015;1;121,41;24,82824;2015,075;10,73037109375;1009
"3044";3044;"Nidirana adenopleura";2020;6;121,34618;24,947034;2020,45;27,3831115722656;51
"3045";3045;"Rana temporaria";1983;3;-0,471807;52,00352;1983,225;5,90340576171877;64
"3046";3046;"Rana temporaria";2022;3;12,99198;47,74901;2022,225;1,9047790527344;465
"3047";3047;"Rana temporaria";2016;3;8,687336;44,4736;2016,225;6,97860107421877;485
"3048";3048;"Rana longicrus";2015;11;121,564095;24,991776;2015,825;20,8016296386719;48
"3049";3049;"Rana temporaria";2019;6;9,13524;47,63576;2019,45;19,7061706542969;534
"3050";3050;"Rana temporaria";1977;7;6,34902;44,6838;1977,525;9,0855651855469;1520
"3051";3051;"Pelophylax lessonae";2019;4;9,288983;48,8636;2019,3;9,99221191406252;255
"3052";3052;"Rana longicrus";2017;10;121,007214;24,684391;2017,75;23,4656005859375;107
"3053";3053;"Lithobates sphenocephalus";2020;7;-80,72307;32,17825;2020,525;28,1250244140625;11
"3054";3054;"Rana dalmatina";2011;2;-1,5051;43,39038;2011,15;8,65493164062502;108
"3055";3055;"Rana arvalis";2001;5;8,856966;55,357518;2001,375;11,2581420898438;6
"3056";3056;"Lithobates catesbeianus";2019;7;-118,195703;34,09482;2019,525;24,0802856445313;217
"3057";3057;"Sylvirana nigrovittata";2008;7;96,34092;25,27147;2008,525;25,1144653320313;200
"3058";3058;"Rana temporaria";2006;1;-2,623844;53,79169;2006,075;3,40755615234377;69
"3059";3059;"Rana temporaria";2008;4;9,39197;54,84376;2008,3;7,07344970703127;18
"3060";3060;"Pelophylax ridibundus";2014;8;35,3268;54,7507;2014,6;19,4823547363281;151
"3061";3061;"Rana temporaria";2011;3;3,2826;50,44997;2011,225;7,19124755859377;19
"3062";3062;"Pelophylax ridibundus";2014;9;9,189334;48,952042;2014,675;15,7810913085938;190
"3063";3063;"Pelophylax lessonae";2011;10;7,537994;47,62317;2011,75;10,0496765136719;240
"3064";3064;"Lithobates sylvaticus";2002;5;-72,14986;41,96335;2002,375;11,9271179199219;246
"3065";3065;"Pelophylax perezi";1974;1;-28,15118;38,41509;1974,075;13,6545654296875;254
"3066";3066;"Hylarana latouchii";2016;4;121,607;25,04458;2016,3;21,4895263671875;32
"3067";3067;"Rana temporaria";2021;2;7,20156;44,85791;2021,15;1,11776123046877;791
"3068";3068;"Rana temporaria";2020;6;5,3;52,05;2020,45;17,4905334472656;11
"3069";3069;"Lithobates catesbeianus";2009;3;127,118889;36,286111;2009,225;5,94881591796877;124
"3070";3070;"Rana dalmatina";2014;8;-0,27185;45,59696;2014,6;18,5448547363281;43
"3071";3071;"Lithobates clamitans";2015;8;-88,012178;41,2067;2015,6;22,094384765625;182
"3072";3072;"Rana temporaria";2003;4;7,4062;46,2989;2003,3;0,935968017578148;1424
"3073";3073;"Rana temporaria";2008;3;6,75102;46,79159;2008,225;3,83928833007815;569
"3074";3074;"Lithobates clamitans";1979;9;-71,9064;42,1944;1979,675;16,50966796875;225
"3075";3075;"Rana temporaria";2019;3;12,96;47,75;2019,225;4,17696533203127;575
"3076";3076;"Rana dybowskii";2012;9;127,944444;35,85;2012,675;17,2941528320313;669
"3077";3077;"Lithobates catesbeianus";2010;3;-74,153;41,754;2010,225;4,53475341796877;289
"3078";3078;"Pelophylax perezi";2018;5;-5,55;36,34;2018,375;16,6796813964844;502
"3079";3079;"Rana temporaria";1977;1;9,83222;46,85858;1977,075;-8,3359436035156;2245
"3080";3080;"Pelophylax lessonae";2021;6;5,1;51,6;2021,45;18,4653564453125;11
"3081";3081;"Rana temporaria";1996;7;6,79724;45,99829;1996,525;11,0859313964844;2073
"3082";3082;"Rana japonica";1988;9;136,88173;36,59638;1988,675;20,4196411132813;101
"3083";3083;"Amolops marmoratus";2002;3;97,0994;17,4441;2002,225;27,4962097167969;542
"3084";3084;"Pelophylax nigromaculatus";2012;9;127,8994;35,77028;2012,675;17,4308715820313;301
"3085";3085;"Rana temporaria";1984;1;8,06128;46,83695;1984,075;-4,8940490722656;1685
"3086";3086;"Rana temporaria";2019;9;2,1155;42,5769;2019,675;11,5977416992188;1528
"3087";3087;"Lithobates sphenocephalus";2022;7;-93,71724;32,38528;2022,525;30,6032958984375;71
"3088";3088;"Hylarana latouchii";2015;4;121,1852;24,7992;2015,3;20,1154724121094;178
"3089";3089;"Hylarana latouchii";2014;4;121,3166;25,00327;2014,3;20,921044921875;89
"3090";3090;"Rana temporaria";2008;1;22,15851;60,49;2008,075;0,217126464843773;14
"3091";3091;"Rana temporaria";1999;1;-2,470446;53,64858;1999,075;4,53298339843752;273
"3092";3092;"Hylarana latouchii";2013;7;120,8139;24,26399;2013,525;24,6540161132813;337
"3093";3093;"Rana temporaria";2011;6;5;52,9;2011,45;NA;-2
"3094";3094;"Rana temporaria";2013;6;12,28633;55,83192;2013,45;15,1602722167969;42
"3095";3095;"Lithobates catesbeianus";2019;5;-95,451821;29,764865;2019,375;24,8125854492188;27
"3096";3096;"Lithobates pipiens";2019;11;-85,36622;51,39678;2019,825;-6,44925537109373;154
"3097";3097;"Rana dalmatina";2014;1;-1,40448;43,45721;2014,075;10,3605590820313;60
"3098";3098;"Pelophylax lessonae";2020;4;12,95;47,78;2020,3;10,9434143066406;442
"3099";3099;"Rana dalmatina";2010;4;16,61228;56,64545;2010,3;4,90322265625002;30
"3100";3100;"Pelophylax ridibundus";2007;8;5,9;53,1;2007,6;16,8242126464844;-2
"3101";3101;"Lithobates clamitans";2019;10;-76,454511;42,479847;2019,75;11,2665649414063;333
"3102";3102;"Rana dalmatina";2007;1;-1,72732;47,73153;2007,075;7,96639404296877;61
"3103";3103;"Rana longicrus";2020;8;121,753721;24,617352;2020,6;26,443994140625;91
"3104";3104;"Pelophylax lessonae";2013;5;8,939079;55,17558;2013,375;11,959619140625;37
"3105";3105;"Rana temporaria";2011;1;5,80464;46,51064;2011,075;1,29973754882815;802
"3106";3106;"Rana arvalis";2020;9;9,72667;54,26067;2020,675;14,7695556640625;7
"3107";3107;"Rana temporaria";2013;1;6,40455;47,75591;2013,075;1,04970703125002;273
"3108";3108;"Rana temporaria";2017;3;5,85;51,05;2017,225;9,11843261718752;32
"3109";3109;"Lithobates clamitans";1963;8;-77,3333;44,25;1963,6;18,3840576171875;119
"3110";3110;"Lithobates palustris";2019;8;-77,033058;39,057431;2019,6;24,8834167480469;132
"3111";3111;"Rana dalmatina";2015;3;2,78451;48,34761;2015,225;7,15212402343752;55
"3112";3112;"Rana temporaria";2022;4;5,85;51,85;2022,3;9,10125122070315;21
"3113";3113;"Rana temporaria";1992;1;9,69925;46,81629;1992,075;-10,3007568359375;1662
"3114";3114;"Lithobates sphenocephalus";2019;9;-97,08349;36,1304;2019,675;27,1602416992188;287
"3115";3115;"Rana temporaria";2006;10;-2,527372;53,36071;2006,75;12,1817260742188;54
"3116";3116;"Pelophylax bedriagae";2020;4;35,21371;31,768319;2020,3;15,5488830566406;779
"3117";3117;"Rana arvalis";2017;3;5,6;51,4;2017,225;8,86843261718752;21
"3118";3118;"Rana temporaria";2018;7;9,04826;46,96227;2018,525;13,4278198242188;780
"3119";3119;"Rana japonica";1958;6;132,437;34,4557;1958,45;21,6975952148438;317
"3120";3120;"Rana coreana";2012;3;129,2933;35,33077;2012,225;7,43990478515627;82
"3121";3121;"Rana temporaria";2019;8;24,48368;58,63667;2019,6;16,7623229980469;30
"3122";3122;"Rana temporaria";1984;1;0,001652;51,396179;1984,075;3,8227478027344;65
"3123";3123;"Rana temporaria";2014;5;28,60521;55,99264;2014,375;14,1902709960938;147
"3124";3124;"Rana temporaria";2012;3;2,61249;49,08246;2012,225;8,71724853515627;131
"3125";3125;"Pelophylax lessonae";2020;5;18,21045;60,38709;2020,375;NA;8
"3126";3126;"Pelophylax ridibundus";1990;4;45,928031;43,534136;1990,3;12,0029541015625;51
"3127";3127;"Lithobates berlandieri";2021;12;-98,71098;29,78007;2021,9;16,4233642578125;425
"3128";3128;"Lithobates sylvaticus";2019;3;-82,09792;39,38063;2019,225;4,13204345703127;244
"3129";3129;"Pelophylax lessonae";2007;4;11,79855;55,29058;2007,3;9,00069580078127;54
"3130";3130;"Rana temporaria";2018;7;5,9;52,8;2018,525;20,1309448242188;-1
"3131";3131;"Lithobates clamitans";2021;5;-70,966389;41,988336;2021,375;14,2367797851563;23
"3132";3132;"Rana temporaria";2021;7;37,609585;55,430832;2021,525;22,2893005371094;163
"3133";3133;"Lithobates catesbeianus";2019;4;-71,952141;43,280617;2019,3;6,39846191406252;237
"3134";3134;"Pelophylax ridibundus";2018;4;5,36983;47,27288;2018,3;13,43056640625;200
"3135";3135;"Rana dalmatina";2019;3;-0,33192;43,28533;2019,225;8,98360595703127;212
"3136";3136;"Rana iberica";2019;3;-6,649624;43,358752;2019,225;8,27852783203127;589
"3137";3137;"Lithobates pipiens";1998;6;-79,9973;43,5167;1998,45;18,3969970703125;323
"3138";3138;"Rana temporaria";2014;5;5;51,65;2014,375;13,4344116210938;3
"3139";3139;"Pelophylax lessonae";2017;6;27,54887;58,06286;2017,45;14,3546081542969;36
"3140";3140;"Rana temporaria";1995;6;1,74055;45,71106;1995,45;15,1017395019531;662
"3141";3141;"Rana temporaria";2017;3;8,12971;47,06145;2017,225;7,18288574218752;757
"3142";3142;"Lithobates catesbeianus";1978;6;-111,64607;33,54915;1978,45;32,3839660644531;435
"3143";3143;"Glandirana rugosa";2000;4;128,771083;36,508186;2000,3;10,78115234375;195
"3144";3144;"Rana temporaria";2017;2;0,028672;51,29586;2017,15;6,15249023437502;209
"3145";3145;"Rana arvalis";2005;5;29,467121;63,036637;2005,375;7,29183349609377;105
"3146";3146;"Rana temporaria";2008;8;5,8;50,85;2008,6;17,530908203125;139
"3147";3147;"Rana temporaria";1996;6;-2,226857;53,36166;1996,45;13,3593994140625;79
"3148";3148;"Rana temporaria";2012;3;9,754253;56,0486;2012,225;5,84615478515627;22
"3149";3149;"Lithobates catesbeianus";2016;10;-122,044415;37,919097;2016,75;15,6387268066406;38
"3150";3150;"Pelophylax perezi";2020;7;2,129;41,761;2020,525;21,6718994140625;685
"3151";3151;"Rana dalmatina";2018;3;1,75549;44,77856;2018,225;6,94747314453127;304
"3152";3152;"Rana temporaria";2006;7;10,26466;56,05234;2006,525;NA;8
"3153";3153;"Rana temporaria";2015;4;5,8;52,55;2015,3;8,3810974121094;-5
"3154";3154;"Rana temporaria";2016;4;-3,123594;53,1768;2016,3;6,78054199218752;147
"3155";3155;"Lithobates sylvaticus";2019;10;-71,25447;42,34154;2019,75;12,6942993164063;26
"3156";3156;"Rana cascadae";1973;8;-121,8954;46,01998;1973,6;14,2729736328125;890
"3157";3157;"Rana dalmatina";2001;1;2,95295;49,84877;2001,075;3,95107421875002;65
"3158";3158;"Pelophylax lessonae";2017;6;18,18764;60,38572;2017,45;NA;6
"3159";3159;"Rana pretiosa";1960;7;-111,5513;40,34804;1960,525;22,6330810546875;1785
"3160";3160;"Rana temporaria";2008;6;9,310165;56,33619;2008,45;14,8776489257813;67
"3161";3161;"Lithobates catesbeianus";2002;7;-118,898765907;36,796785002;2002,525;20,218896484375;1620
"3162";3162;"Rana dybowskii";2006;6;128,15239;36,802505;2006,45;20,1128784179688;328
"3163";3163;"Lithobates sphenocephalus";1979;7;-84,24137;30,15112;1979,525;27,1833740234375;16
"3164";3164;"Rana temporaria";2006;5;6,22912;44,61911;2006,375;9,9609313964844;1480
"3165";3165;"Rana temporaria";2004;1;3,79218;45,87808;2004,075;0,985711669921898;736
"3166";3166;"Rana temporaria";1992;6;5,85;51,05;1992,45;17,2358032226563;32
"3167";3167;"Rana longicrus";2018;2;121,4658;25,12864;2018,15;14,1531311035156;35
"3168";3168;"Sylvirana guentheri";2020;10;121,640476;24,751416;2020,75;19,176171875;481
"3169";3169;"Rana temporaria";2010;3;5,55;52;2010,225;5,75545654296877;12
"3170";3170;"Rana temporaria";2020;6;7,73631;47,33298;2020,45;15,8616271972656;683
"3171";3171;"Rana temporaria";2010;1;6,81093;47,83349;2010,075;-3,02460327148435;698
"3172";3172;"Rana temporaria";2017;1;5,55236;46,69673;2017,075;-1,43283691406248;296
"3173";3173;"Rana temporaria";1984;1;0,732553;52,16159;1984,075;3,0258728027344;107
"3174";3174;"Lithobates montezumae";1996;9;-99,455556;19,276111;1996,675;13,7123962402344;2659
"3175";3175;"Pelophylax ridibundus";2020;7;4,53068;51,00046;2020,525;17,8711181640625;4
"3176";3176;"Pelophylax perezi";2018;5;-5,967502;40,09901;2018,375;15,4121032714844;383
"3177";3177;"Rana temporaria";2009;6;8,398543;56,79955;2009,45;14,1242309570313;29
"3178";3178;"Lithobates pipiens";2022;7;-84,07134;46,49446;2022,525;18,4704833984375;175
"3179";3179;"Rana dybowskii";2010;3;128,965289;37,660409;2010,225;3,95076904296877;216
"3180";3180;"Sylvirana montosa";2009;6;106,2921;17,0205;2009,45;23,7257934570313;525
"3181";3181;"Rana temporaria";2006;5;-2,519653;52,411907;2006,375;11,4140563964844;212
"3182";3182;"Lithobates clamitans";2020;7;-80,215679;43,539248;2020,525;23,5058837890625;337
"3183";3183;"Pelophylax perezi";1980;8;3,06;42,31;1980,6;22,7960754394531;31
"3184";3184;"Rana temporaria";2007;3;-1,159443;52,62178;2007,225;6,71462402343752;71
"3185";3185;"Pelophylax ridibundus";2020;5;4,90501;50,63925;2020,375;13,574853515625;147
"3186";3186;"Rana temporaria";1993;6;-4,097834;52,14536;1993,45;13,3894287109375;232
"3187";3187;"Rana temporaria";2005;3;9,59346;47,44821;2005,225;2,60488281250002;789
"3188";3188;"Lithobates sylvaticus";2022;4;-72,28443;43,74914;2022,3;5,73406372070315;274
"3189";3189;"Rana temporaria";2019;7;-4,875774;56,685564;2019,525;13,3302856445313;368
"3190";3190;"Sylvirana guentheri";2016;4;121,470512;25,119162;2016,3;21,6457763671875;7
"3191";3191;"Hylarana latouchii";2014;8;121,271;24,88374;2014,6;26,8573547363281;185
"3192";3192;"Lithobates blairi";2020;6;-94,383762;39,816194;2020,45;24,5764709472656;305
"3193";3193;"Lithobates catesbeianus";2019;9;-82,808145;40,086717;2019,675;22,0118041992188;315
"3194";3194;"Rana temporaria";2017;4;13,67067;58,59896;2017,3;5,24666748046877;105
"3195";3195;"Rana temporaria";2020;9;-2,555283;51,41529;2020,675;14,1953369140625;70
"3196";3196;"Odorrana banaorum";1993;11;108,7;13,06666;1993,825;22,9590698242188;148
"3197";3197;"Rana temporaria";2018;8;7,99528;46,79231;2018,6;15,4419799804688;1439
"3198";3198;"Rana draytonii";2022;5;-115,699745;30,891697;2022,375;19,2977233886719;1072
"3199";3199;"Rana temporaria";2018;9;6,94142;45,58455;2018,675;9,39907226562502;2535
"3200";3200;"Rana temporaria";2008;5;-2,374754;53,091619;2008,375;12,8830200195313;77
"3201";3201;"Lithobates catesbeianus";2020;7;-84,496895;36,132358;2020,525;25,2363525390625;510
"3202";3202;"Sylvirana guentheri";2015;4;120,615955;22,640604;2015,3;23,8732849121094;62
"3203";3203;"Pelophylax lessonae";2021;5;10,53331;50,01193;2021,375;10,5981079101563;221
"3204";3204;"Rana temporaria";2015;4;5,95;50,9;2015,3;8,9592224121094;98
"3205";3205;"Pelophylax perezi";1990;1;-7,206382;40,73534;1990,075;4,49395141601565;609
"3206";3206;"Rana temporaria";2016;5;9,57183;46,90873;2016,375;6,4022155761719;705
"3207";3207;"Rana sauteri";2020;1;120,75661;24,22539;2020,075;15,2161804199219;330
"3208";3208;"Pelophylax perezi";2021;5;-0,355503;39,45891;2021,375;19,3246704101563;11
"3209";3209;"Lithobates pipiens";1974;4;-105,0276;40,58164;1974,3;7,20827636718752;1500
"3210";3210;"Hylarana latouchii";2017;1;121,5574;25,01473;2017,075;15,9421630859375;66
"3211";3211;"Rana temporaria";2008;4;8,46565;47,41875;2008,3;7,37423095703127;575
"3212";3212;"Rana temporaria";2019;6;6,65;51,95;2019,45;20,0108581542969;29
"3213";3213;"Lithobates catesbeianus";2019;3;-83,82803;42,526488;2019,225;0,137902832031273;300
"3214";3214;"Rana temporaria";1984;4;6,10827;51,22489;1984,3;7,74419555664065;44
"3215";3215;"Rana temporaria";2008;8;6,38048;48,1967;2008,6;17,081689453125;345
"3216";3216;"Rana temporaria";2015;4;9,27528;54,9253;2015,3;7,2541442871094;20
"3217";3217;"Lithobates palustris";2021;7;-70,815147;42,253253;2021,525;NA;14
"3218";3218;"Pelophylax perezi";2004;5;-7,400459;41,03933;2004,375;13,0982299804688;757
"3219";3219;"Rana temporaria";2022;3;4,55;52,25;2022,225;7,2329040527344;-2
"3220";3220;"Rana muscosa";1964;7;-119,1125;37,29056;1964,525;15,3332153320313;2796
"3221";3221;"Rana temporaria";2019;5;5,25;51,55;2019,375;12,1270385742188;9
"3222";3222;"Odorrana bolavensis";2010;7;106,2139;15,0652;2010,525;22,048486328125;1254
"3223";3223;"Rana temporaria";2003;3;6,75102;46,79159;2003,225;6,99688110351565;569
"3224";3224;"Rana temporaria";2009;7;8,12453;46,65667;2009,525;12,8924194335938;2073
"3225";3225;"Rana temporaria";1995;6;10,45131;62,39583;1995,45;8,38494262695315;710
"3226";3226;"Rana temporaria";2020;6;-1,28884;52,8874;2020,45;14,9690490722656;33
"3227";3227;"Rana temporaria";2010;4;10,07996;57,08677;2010,3;6,53798828125002;8
"3228";3228;"Lithobates sylvaticus";2012;4;-66,65705;45,98314;2012,3;5,75710449218752;17
"3229";3229;"Hylarana latouchii";2021;1;120,859;24,18638;2021,075;12,0448547363281;662
"3230";3230;"Rana temporaria";2012;10;1,61447;50,78028;2012,75;NA;36
"3231";3231;"Lithobates clamitans";2020;9;-84,303978;46,58268;2020,675;12,9511962890625;257
"3232";3232;"Lithobates magnaocularis";2015;2;-106,44343;23,299;2015,15;21,3495727539063;16
"3233";3233;"Rana temporaria";2021;5;37,39443;56,03437;2021,375;13,1742797851563;228
"3234";3234;"Lithobates clamitans";2020;7;-86,19632;42,702247;2020,525;23,3554931640625;208
"3235";3235;"Rana temporaria";2019;9;11,750908;48,214836;2019,675;14,6836791992188;495
"3236";3236;"Rana temporaria";2013;1;-1,38826;49,22098;2013,075;5,85048828125002;9
"3237";3237;"Pelophylax perezi";1995;5;0,18;40,16;1995,375;NA;-1
"3238";3238;"Pelophylax lessonae";2010;6;5,015422;50,18474;2010,45;16,1134887695313;138
"3239";3239;"Rana dalmatina";2016;5;-1,29164;44,21003;2016,375;NA;7
"3240";3240;"Rana temporaria";1987;7;58,9929;62,8502;1987,525;15,1602416992188;330
"3241";3241;"Lithobates sphenocephalus";1989;7;-76,01;36,9;1989,525;25,258203125;12
"3242";3242;"Pulchrana baramica";2020;11;101,3848;0,47622;2020,825;25,5512939453125;33
"3243";3243;"Rana temporaria";2012;4;9,924639;56,16719;2012,3;5,80983886718752;33
"3244";3244;"Lithobates catesbeianus";2000;8;-64,37;45,93;2000,6;18,6258178710938;10
"3245";3245;"Lithobates clamitans";2021;9;-63,231109;45,112676;2021,675;16,8291259765625;61
"3246";3246;"Rana arvalis";2018;3;4,7;51,85;2018,225;4,59786376953127;-3
"3247";3247;"Nidirana adenopleura";2015;10;121,55558;24,989557;2015,75;22,7262817382813;28
"3248";3248;"Rana temporaria";2010;12;2,93356;48,62668;2010,9;0,173425292968773;111
"3249";3249;"Hylarana latouchii";2017;4;121,532;25,10392;2017,3;20,4009643554688;15
"3250";3250;"Rana arvalis";1988;1;85,61;51,27;1988,075;-15,439794921875;1018
"3251";3251;"Sylvirana guentheri";2012;10;120,607567;22,640472;2012,75;23,0719848632813;52
"3252";3252;"Rana temporaria";1977;8;-0,554567;52,21541;1977,6;14,9878173828125;45
"3253";3253;"Lithobates pipiens";1995;5;-74,5131;45,1164;1995,375;11,4230590820313;46
"3254";3254;"Rana temporaria";2017;8;3,59613;50,20827;2017,6;17,9748168945313;124
"3255";3255;"Pelophylax lessonae";2018;4;7,178192;51,81838;2018,3;12,91494140625;51
"3256";3256;"Lithobates catesbeianus";2015;3;-80,34761;32,682188;2015,225;15,3864990234375;11
"3257";3257;"Lithobates sphenocephalus";2020;9;-96,99067;33,06222;2020,675;23,5859619140625;158
"3258";3258;"Rana arvalis";2020;6;13,74572;57,01458;2020,45;17,2463928222656;164
"3259";3259;"Rana dalmatina";2018;1;4,25629;47,25851;2018,075;5,65810546875002;483
"3260";3260;"Rana temporaria";2020;4;7,53819;47,5132;2020,3;11,9395080566406;371
"3261";3261;"Lithobates sphenocephalus";2018;7;-96,80623;33,87975;2018,525;31,0371948242188;195
"3262";3262;"Lithobates catesbeianus";2002;6;-81,4189;41,5575;2002,45;21,367333984375;251
"3263";3263;"Lithobates septentrionalis";1975;6;-72,75;47,633299999;1975,45;16,6426635742188;160
"3264";3264;"Pelophylax lessonae";2020;7;12,96;47,92;2020,525;18,4804931640625;398
"3265";3265;"Lithobates sylvaticus";2019;6;-72,64292;41,33203;2019,45;18,9249206542969;56
"3266";3266;"Rana dalmatina";2011;3;1,11065;48,46015;2011,225;7,32015380859377;217
"3267";3267;"Pelophylax ridibundus";2020;5;4,38498;51,0651;2020,375;14,252587890625;1
"3268";3268;"Lithobates sylvaticus";2021;9;-76,54206;39,43531;2021,675;21,2470947265625;97
"3269";3269;"Lithobates chiricahuensis";1973;6;-101,1002;22,25048;1973,45;19,0067993164063;2128
"3270";3270;"Pelophylax perezi";2022;3;-0,365453;39,47708;2022,225;12,3207946777344;17
"3271";3271;"Rana dalmatina";1979;1;-0,76572;48,0611;1979,075;-0,0705932617187273;52
"3272";3272;"Hylarana taipehensis";2020;3;121,19;24,88;2020,225;18,8662048339844;250
"3273";3273;"Pelophylax lessonae";2021;8;8,828013;49,31511;2021,6;17,6398559570313;158
"3274";3274;"Rana dalmatina";2007;1;3,46996;48,07444;2007,075;6,31405029296877;235
"3275";3275;"Pelophylax lessonae";1992;1;13,08;47,71;1992,075;-3,89841308593748;440
"3276";3276;"Lithobates clamitans";2020;5;-81,408228;42,878751;2020,375;12,100244140625;227
"3277";3277;"Pelophylax ridibundus";2018;8;25,898912;50,831576;2018,6;21,4244018554688;177
"3278";3278;"Rana limnocharis";2002;7;96,92908;20,52714;2002,525;21,841943359375;887
"3279";3279;"Rana temporaria";2022;4;5,85;52,65;2022,3;8,79656372070315;-3
"3280";3280;"Lithobates pipiens";1960;8;-77,71317;43,9938;1960,6;21,8487182617188;84
"3281";3281;"Lithobates palustris";2019;8;-79,580952;44,561443;2019,6;19,2681823730469;301
"3282";3282;"Chalcorana chalconota";2022;5;109,445548;-7,604151;2022,375;25,2430358886719;65
"3283";3283;"Lithobates catesbeianus";1969;3;-82,763506;34,69198;1969,225;7,14443359375002;238
"3284";3284;"Rana temporaria";2013;1;4,11104;46,62968;2013,075;2,59853515625002;335
"3285";3285;"Hylarana latouchii";2014;3;121,5265;24,83465;2014,225;13,3754516601563;304
"3286";3286;"Rana temporaria";2003;1;1,98519;50,39008;2003,075;3,18056640625002;24
"3287";3287;"Rana dalmatina";1998;3;9,01525;45,83807;1998,225;6,7602478027344;245
"3288";3288;"Lithobates sylvaticus";2022;3;-76,45896;42,4584;2022,225;2,4438415527344;300
"3289";3289;"Lithobates palustris";2020;9;-82,455095;35,542557;2020,675;18,4824462890625;837
"3290";3290;"Rana temporaria";2007;1;7,40555;47,33336;2007,075;2,75545654296877;615
"3291";3291;"Rana dalmatina";2009;3;2,72198;48,75348;2009,225;6,42342529296877;116
"3292";3292;"Pelophylax lessonae";2008;8;6,1;52,95;2008,6;17,032861328125;-1
"3293";3293;"Odorrana swinhoana";2020;4;120,909672;24,239387;2020,3;17,5606018066406;1096
"3294";3294;"Rana boylii";1968;8;-119,1177;34,55475;1968,6;20,145166015625;990
"3295";3295;"Rana temporaria";2009;7;6,68238;47,01605;2009,525;15,7830444335938;1067
"3296";3296;"Rana dalmatina";2007;1;2,93707;48,04206;2007,075;6,73983154296877;139
"3297";3297;"Hylarana latouchii";2015;11;121,6079;24,96798;2015,825;20,8016296386719;398
"3298";3298;"Rana temporaria";1997;2;7,01189;46,9278;1997,15;4,66195068359377;555
"3299";3299;"Rana arvalis";2016;6;9,144296;55,531606;2016,45;16,2271057128906;44
"3300";3300;"Odorrana swinhoana";2021;7;121,503154;25,182554;2021,525;27,5725036621094;687
"3301";3301;"Pelophylax nigromaculatus";2005;3;128,1902;35,30509;2005,225;4,96425781250002;81
"3302";3302;"Rana temporaria";2018;3;2,54083;48,44512;2018,225;6,75020751953127;70
"3303";3303;"Nidirana adenopleura";2017;8;121,567351;24,889952;2017,6;26,4670043945313;424
"3304";3304;"Rana longicrus";2019;2;121,470512;25,119162;2019,15;16,9143615722656;7
"3305";3305;"Lithobates palustris";2022;6;-79,519546;40,704762;2022,45;20,4118286132813;315
"3306";3306;"Rana iberica";2004;6;-8,003267;40,064805;2004,45;20,7076965332031;481
"3307";3307;"Pelophylax nigromaculatus";2004;4;129,193;35,6403;2004,3;13,1068969726563;271
"3308";3308;"Rana temporaria";2021;10;10,09411;48,2396;2021,75;8,74172363281252;507
"3309";3309;"Pelophylax lessonae";2019;5;6,918292;52,00646;2019,375;11,9707885742188;56
"3310";3310;"Rana cascadae";1990;9;-122,5295;41,23684;1990,675;14,8059631347656;1825
"3311";3311;"Sylvirana guentheri";2016;5;120,298262;23,203268;2016,375;26,6111999511719;10
"3312";3312;"Sylvirana guentheri";2018;4;121,457261;24,963478;2018,3;20,94619140625;89
"3313";3313;"Lithobates catesbeianus";2020;7;-76,772967;44,598108;2020,525;24,1504150390625;184
"3314";3314;"Rana dalmatina";2009;4;11,95589;55,10042;2009,3;8,4199157714844;18
"3315";3315;"Glandirana rugosa";2009;3;127,364833;35,084056;2009,225;6,30819091796877;189
